,발생시간,메세지,경도,위도,고속도로,콘존ID,방향
2194,2017-01-16,경부고속도로 안성JC남측(경부선본선) 안성휴게소 3차로 0km(안성IC 북측(본선)방향) 주의운전 교통사고 -,127.14596524,37.01321883,경부고속도로,"['0010CZS470', '0010CZE470', 25.276299555826952, 25.276299555826952]",0
2195,2017-01-17,경부고속도로 서초IC 양재IC 5차로 후미정체 주의운행 고장 차량 서울청,127.033441640968,37.4701470893399,경부고속도로,"['0010CZS510', '0010CZE510', 0.06886479198177232, 0.06886479198177232]",0
2196,2017-01-17,잠원로 한남IC10 경부고속도로-올림픽대 1차로 주의운전 교통사고 -,127.0116825,37.5199925,경부고속도로,"['0010CZS522', '0010CZE522', 0.5338601761032551, 0.5338601761032551]",0
2197,2017-01-17,경부고속도로 반포IC 한남방향 4차로 후미정체 교통사고 서울청,127.019024266136,37.5021261515047,경부고속도로,"['0010CZS521', '0010CZE521', 0.16322919497506438, 0.16322919497506438]",0
2198,2017-01-18,경부고속도로 통도사IC 양산IC 1차로 서행 교통사고 -,129.057621179257,35.3963134266556,경부고속도로,"['0010CZS470', '0010CZE470', 256.48324491133155, 256.48324491133155]",0
2199,2017-01-18,경부고속도로 양재IC 서초IC 5차로 . 교통사고 서울청,127.037652773889,37.4659712418862,경부고속도로,"['0010CZS510', '0010CZE510', 0.4768902546092494, 0.4768902546092494]",0
2200,2017-01-19,잠원로 경부고속도로-올림픽대 올림픽대로램프(2) 1차로 주의운전 교통사고 -,127.00550470513,37.5144241098664,경부고속도로,"['0010CZS522', '0010CZE522', 1.167423873816656, 1.167423873816656]",0
2201,2017-01-19,경부고속도로 서초IC 반포IC 2차로 후미정체 주의운행 교통사고 서울청,127.023706927408,37.4897566592977,경부고속도로,"['0010CZS520', '0010CZE520', 0.04710162611368872, 0.04710162611368872]",0
2202,2017-01-19,경부고속도로 양재IC에서 서초IC사이 한남방향 12차로 후미정체 교통사고 서울청,127.030710495803,37.4732728774805,경부고속도로,"['0010CZS510', '0010CZE510', 0.4369897496940391, 0.4369897496940391]",0
2203,2017-01-20,신정로 경부고속도로앞3 구성주유소앞 1차로 주의운전 교통사고 -,127.102973815814,37.3021292615701,경부고속도로,"['0010CZS470', '0010CZE470', 5.4328795975711035, 5.4328795975711035]",0
2204,2017-01-22,경부고속도로 서울방향 양재IC 서초IC 2차로 후미정체 주의운행 교통사고 서울청,127.027317235463,37.4800439696156,경부고속도로,"['0010CZS510', '0010CZE510', 0.13573920172006151, 0.13573920172006151]",0
2205,2017-01-22,경부고속도로 서울방향서초IC 반포IC 4차로 후미정체 주의운행 교통사고 서울청,127.02041278476,37.4984508756491,경부고속도로,"['0010CZS521', '0010CZE521', 0.4533511578850211, 0.4533511578850211]",0
2206,2017-01-22,경부고속도로 서초IC 반포IC 2차로 (승용차 관련사고). 후미 정체 교통사고 서울청,127.024729246922,37.4869238876277,경부고속도로,"['0010CZS520', '0010CZE520', 0.267858545257332, 0.267858545257332]",0
2207,2017-01-22,경부고속도로 서초IC 반포IC 3차로 (승용차-승용차). 후미 정체 교통사고 서울청,127.02350856691,37.4903061193208,경부고속도로,"['0010CZS520', '0010CZE520', 0.007499558241829416, 0.007499558241829416]",0
2208,2017-01-22,경부고속도로 서초IC 반포IC 1차로 (버스 관련사고). 후미 정체 교통사고 서울청,127.024240975543,37.4882548017611,경부고속도로,"['0010CZS520', '0010CZE520', 0.16353286750847618, 0.16353286750847618]",0
2209,2017-01-22,경부고속도로 서울T/G 판교IC남측(연결로) 34차로 승용차 관련사고 주의운전 교통사고 .,127.103390307693,37.3713195862792,경부고속도로,"['0010CZS470', '0010CZE470', 0.7919623880661982, 0.7919623880661982]",0
2210,2017-01-22,경부고속도로 죽전휴게소 서울T/G 4차로 5차로에서 승용차 관련사고 처리 중 정체 교통사고 -,127.103574328413,37.3384250281072,경부고속도로,"['0010CZS470', '0010CZE470', 2.9984872338667468, 2.9984872338667468]",0
2211,2017-01-22,경부고속도로 신갈JC북측(경부선본선) 죽전휴게소 2차로 승용차 관련사고 처리 중 정체 교통사고 주의운전,127.103712628242,37.3036745011737,경부고속도로,"['0010CZS470', '0010CZE470', 5.329535301199802, 5.329535301199802]",0
2212,2017-01-22,경부고속도로 안성JC북측(경부선본선) 안성휴게소 12차로 버스관련사고 교통사고 주의운전,127.137072373822,37.0449875170738,경부고속도로,"['0010CZS470', '0010CZE470', 23.001038159165027, 23.001038159165027]",0
2213,2017-01-22,경부고속도로 (한남방향)서초IC 반포IC 2차로  교통사고 서울청,127.022989778856,37.4917102947146,경부고속도로,"['0010CZS520', '0010CZE520', 0.10667435369046804, 0.10667435369046804]",0
2214,2017-01-22,경부고속도로 한남방향 서초IC 5차로 지체 주의운행 고장 차량 추가내용,127.025904147041,37.4838224920372,경부고속도로,"['0010CZS510', '0010CZE510', 0.16317565614401588, 0.16317565614401588]",0
2215,2017-01-22,경부고속도로 수원IC남측(본선) 기흥휴게소 23차로 진출로 등 처리 중 적재물 낙하 주의운전,127.103729062809,37.2620251472919,경부고속도로,"['0010CZS470', '0010CZE470', 8.123238170775535, 8.123238170775535]",0
2216,2017-01-22,경부고속도로 기흥IC북측(본선) 수원IC남측(본선) 4차로 주의운전 고장 차량 -,127.103970200251,37.2597101007871,경부고속도로,"['0010CZS470', '0010CZE470', 8.278785384484008, 8.278785384484008]",0
2217,2017-01-22,경부고속도로 (판교방향)한남IC 잠원IC 4차로 교통사고 서울청,127.015818329036,37.5099889874224,경부고속도로,"['0010CZS522', '0010CZE522', 0.4235300017945073, 0.4235300017945073]",0
2218,2017-01-23,경부고속도로 양재IC에서 서초IC사이 한남방향 4차로 후미정체 교통사고 서울청,127.027355381835,37.4799340775826,경부고속도로,"['0010CZS510', '0010CZE510', 0.14416901781609961, 0.14416901781609961]",0
2219,2017-01-23,경부고속도로 신갈JC남측(경부선본선) 수원IC북측(본선) 3차로 주의운전 교통사고,127.103683091582,37.2690827035657,경부고속도로,"['0010CZS470', '0010CZE470', 7.649795646748153, 7.649795646748153]",0
2220,2017-01-23,경부고속도로 (판교방향)서초IC 양재IC 3차로  교통사고 서울청,127.029123681296,37.4752264972335,경부고속도로,"['0010CZS510', '0010CZE510', 0.5153292846591794, 0.5153292846591794]",0
