,LINK_ID,F_NODE,T_NODE,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
1891,3550132800,3550054800,3550059400,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011173,htk1005k20150519133917,GUMI201502010509,GUMI201502010508,1985.98208946
1892,3550133300,3550059400,3550054800,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011172,htk1005k20150519133917,GUMI201502010508,GUMI201502010509,1969.58596547
1893,3550139400,3550059400,3550000300,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011161,htk1005k20150519133917,GUMI201502010508,,637.933858813
1894,3550139500,3550000300,3550059400,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011160,htk1005k20150519133917,,GUMI201502010508,633.530038627
1895,3550140400,3550061800,3550061000,0,2.0,101,경부고속도로,0,000,40.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011171,htk1005k20150519133917,GUMI201502010276,GUMI201502010507,274.920194471
1896,3550140500,3550061000,3550061800,0,3.0,101,경부고속도로,0,000,40.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011170,htk1005k20150519133917,GUMI201502010507,GUMI201502010276,265.045809068
1897,3550142200,3550062400,3550061800,0,3.0,101,경부고속도로,0,107,70.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503010611,htk1005k20150519133917,GUMI201502010275,GUMI201502010276,240.585641547
1898,3550142400,3550061800,3550062400,0,3.0,101,경부고속도로,0,107,70.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503010612,htk1005k20150519133917,GUMI201502010276,GUMI201502010275,248.431998187
1899,3550146600,3550065300,3550000300,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011158,htk1005k20150519133917,GUMI201502010504,,993.041948115
1900,3550146800,3550000300,3550065300,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,355,000,1,GUMI201503011159,htk1005k20150519133917,,GUMI201502010504,991.538167931
1901,3690148100,3690061100,3690066300,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011153,htk1005k20150519133917,GUMI201502010502,GUMI201502010501,4174.87555372
1902,3690148300,3690066300,3690061100,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011152,htk1005k20150519133917,GUMI201502010501,GUMI201502010502,4205.81095071
1903,3690157100,3690066400,3690068600,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011149,htk1005k20150519133917,GUMI201502010500,GUMI201502010499,2484.99253924
1904,3690157200,3690068600,3690066400,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011147,htk1005k20150519133917,GUMI201502010499,GUMI201502010500,2469.39530525
1905,3690159400,3690003901,3690068100,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011145,htk1005k20150519133917,,GUMI201502010498,1825.9198108
1906,3690159800,3690068100,3690003901,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011144,htk1005k20150519133917,GUMI201502010498,,1814.80157216
1907,3690160500,3690068600,3690003901,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011148,htk1005k20150519133917,GUMI201502010499,,1515.11409284
1908,3690160600,3690003901,3690068600,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,htk1005k,5,47190,369,000,1,GUMI201503011146,htk1005k20150519133917,,GUMI201502010499,1535.15043106
2312,2230003300,2230001700,2230001800,0,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,kictpark,5,50110,223,000,1,,kictpark20160602183613,OEXT2230001700,OEXT2230001800,839.48053863
2321,2230003400,2230001800,2230001700,0,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,kictpark,5,50110,223,000,1,,kictpark20160602183613,OEXT2230001800,OEXT2230001700,274.648032712
2328,2330026002,2230001800,2330120000,0,5.0,101,경부고속도로,0,000,110.0,5,0.0,0.0,,kictpark,5,50110,223,000,1,,kictpark20160602183613,,TMPID000000033,3340.33868187
2329,2330025902,2330120000,2230001800,0,5.0,101,경부고속도로,0,000,110.0,5,0.0,0.0,,kictpark,5,50110,223,000,1,,kictpark20160602183613,TMPID000000033,,3348.84134047
2337,2310308500,2310110800,2310145000,0,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,kictpark,5,50110,231,000,1,temp20160526205900,kictpark20160602183613,,temp20160526205500,236.500587192
2338,2310308600,2310145000,2310110800,0,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,kictpark,5,50110,231,000,1,temp20160526205800,kictpark20160602183613,temp20160526205500,,225.792465922
2339,2310308900,2310145000,2310003000,0,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,kictpark,5,50110,231,000,1,temp20160302145700,kictpark20160602183613,temp20160526205500,,142.021796851
2340,2310309000,2310003000,2310145000,0,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,kictpark,5,50110,231,000,1,temp20160526210000,kictpark20160602183613,,temp20160526205500,133.676662805
2650,1210000800,1210011300,1210000301,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,311.115422301
2651,1210001901,1210012000,1210011300,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,253.250413029
2652,1210001903,1210000800,1210013300,0,5.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,241.392898105
2653,1210002003,1210013400,1210013800,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,239.91084287
2654,1210002001,1210000300,1210012200,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,226.568116292
2655,1210000702,1210011400,1210000300,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,128.108912256
2656,1210003901,1210021900,1210000900,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,170.299382279
2657,1210004001,1210020300,1210021800,0,5.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,238.652416254
2658,1210004003,1210022900,1210001200,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,214.566107977
2659,1210003903,1210025600,1210022800,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,153.483918106
2690,1210002100,1210000800,1210011700,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,389.784896269
2691,1210001400,1210000600,1210013800,0,2.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,377.971502562
2692,1210002300,1210013400,1210013200,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,287.40941745
2693,1210001600,1210012500,1210013300,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,297.681531408
2694,1210001300,1210012000,1210012400,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,326.871099742
2695,1210002200,1210013100,1210012200,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,301.094514695
2696,1210001500,1210000300,1210013700,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,377.912044109
2697,1210033500,1210011300,1210011400,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,537.378643834
2698,1210002400,1210000500,1210008700,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,820.639725757
2699,1210001902,1210013300,1210012000,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,126.411353811
2700,1210002900,1210013800,1210020300,0,5.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,1991.56052894
2701,1210002002,1210012200,1210013400,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,116.461965936
2702,1210003400,1210023100,1210001200,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,395.867077491
2703,1210003700,1210020300,1210022700,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,331.878514206
2704,1210003100,1210021700,1210000900,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,315.895608259
2705,1210003300,1210021900,1210022300,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,191.457848101
2706,1210003500,1210022400,1210021800,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,241.178912172
2707,1210003200,1210022900,1210022600,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,254.869050611
2708,1210003800,1210022500,1210022800,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,174.377363695
2709,1210003902,1210022800,1210021900,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,119.391630429
2710,1210004002,1210021800,1210022900,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,97.6511663931
2711,1210003600,1210025600,1210022000,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,279.218299912
2712,1210004100,1210036600,1210025600,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,1822.49279952
2713,1210004200,1210001200,1210036700,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,1740.1506718
2714,1210056800,1210038200,1210036600,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,296.384688422
2715,1210056900,1210036700,1210038300,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,242.847428969
2716,1210004701,1210038800,1210036600,0,5.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,282.1113053
2717,1210004801,1210036700,1210039000,0,5.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,291.384975846
2718,1210057900,1210039000,1210038500,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,214.917091775
2719,1210058000,1210038400,1210038800,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,200.368975361
2720,1210004802,1210039000,1210048000,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,450.0,,,5,11650,121,000,1,,,,,1563.27670594
2721,1210004702,1210042800,1210038800,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,437.092207169
2722,1210062200,1210046100,1210044800,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,299.993932742
2723,1210061200,1210044700,1210042800,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,304.214816522
2724,1210005101,1210048700,1210046100,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,674.958498325
2760,1210005102,1210050100,1210048700,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,505.811211098
2761,1210005701,1210049100,1210048700,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,371.365878863
2762,1210065300,1210049400,1210049100,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,90.1826481381
2763,1210066100,1210048000,1210048600,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,(도로명임의부여),,5,11650,121,000,1,,,,,1335.17182714
2764,1210005200,1210048000,1210050200,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,560.705827745
2780,1210004703,1210046100,1210042800,0,4.0,101,경부고속도로,0,000,80.0,5,0.0,450.0,,,5,11650,121,000,1,,,,,518.128396476
2781,1210003000,1210000900,1210000800,0,5.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,,5,11650,121,000,1,,,,,2040.35302362
3474,3880031200,3880014300,3880014100,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,213.949604714
3475,3880031100,3880014100,3880014300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,210.195792086
3514,3880032000,3880014500,3880014300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,318.036881599
3515,3880031900,3880014200,3880014500,0,1.0,101,경부고속도로,0,101,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,300.273169496
3516,3880031600,3880014500,3880013900,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,479.282973236
3517,3880031500,3880013900,3880014500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,479.674700213
3518,3880030800,3880014300,3880013900,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,230.673222497
3519,3880030500,3880013900,3880014200,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,217.683815212
3544,3880009800,3880003200,3880005400,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,2038.55872566
3567,3880009700,3880005400,3880003200,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,2051.80763476
3569,3880031400,3880014300,3880014200,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,195.249134946
3570,3880031300,3880014200,3880014300,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,nodelinkmanager,5,50000,388,000,1,,nodelinkmanager2017010217,,,197.538548808
3776,3520041500,3520019600,3520019100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,352,000,1,,nodelinkmanager2017010217,,,204.965787586
3777,3520041400,3520019100,3520017900,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,352,000,1,,nodelinkmanager2017010217,,,407.992029101
3778,3520041300,3520017900,3520019100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,352,000,1,,nodelinkmanager2017010217,,,638.0373395
3862,3530038400,3530017600,3530017000,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,353,000,1,,nodelinkmanager2017010217,,,1296.52524942
3867,3530038300,3530017000,3530017600,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,353,000,1,,nodelinkmanager2017010217,,,1301.48886623
3899,3570004000,3570001800,3570001500,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,357,000,1,,nodelinkmanager2017010217,,,1104.41803326
3900,3570003900,3570001500,3570001800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,357,000,1,,nodelinkmanager2017010217,,,590.66042148
3901,3570003800,3570001500,3570001400,0,3.0,101,경부고속도로,0,000,80.0,5,0.0,0.0,,nodelinkmanager,5,50000,357,000,1,,nodelinkmanager2017010217,,,778.087866193
3902,3570003700,3570001400,3570001500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,357,000,1,,nodelinkmanager2017010217,,,777.427273298
3954,3520038900,3520017200,3520019100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,352,000,1,,nodelinkmanager2017010217,,,485.121205614
3955,3520041600,3520019100,3520019600,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,352,000,1,,nodelinkmanager2017010217,,,834.522824912
3956,3520038800,3520019100,3520017200,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,352,000,1,,nodelinkmanager2017010217,,,496.185555281
3965,3570003600,3570001800,3570001400,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,357,000,1,,nodelinkmanager2017010217,,,811.875263009
3977,3570003500,3570001400,3570001800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,357,000,1,,nodelinkmanager2017010217,,,1041.69243241
3984,3600021002,3600009802,3570001400,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,357,000,1,,nodelinkmanager2017010217,,,8446.98562456
4020,1540009100,1540004200,1540004400,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,718.325677681
4021,1540009200,1540004400,1540004200,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,526.789514246
4023,1540000900,1540001000,1540000100,0,3.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,633.987896521
4024,1540001000,1540000100,1540001000,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,977.229389584
4025,1540001100,1540000100,1540001100,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,816.137477436
4026,1540001500,1540001000,1540001100,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,969.052799636
4027,1540001200,1540001100,1540000100,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,1388.35643658
4028,1540001900,1540001100,1540001800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,1037.17215023
4041,1540009700,1540004300,1540004200,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,568.921286366
4042,1540009800,1540004200,1540004300,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,567.816751472
4048,1540003501,1540004200,1540001100,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,4497.19628927
4054,1540001600,1540001100,1540001000,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,959.700092633
4055,1540000500,1540001000,1540001800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,1222.0900566
4056,1540003601,1540001100,1540004200,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,4498.87953318
4057,1540000600,1540001800,1540001000,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,591.210304931
4058,1540002000,1540001800,1540001100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,1090.15338894
4060,1540009900,1540004300,1540004400,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,242.217784652
4078,1540010000,1540004400,1540004300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,154,000,1,,nodelinkmanager2017010217,,,846.360021154
4113,1870003700,1870001900,1870001800,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,187,000,1,,nodelinkmanager2017010217,,,788.295759121
4114,1870003200,1870001500,1870001800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,187,000,1,,nodelinkmanager2017010217,,,872.716498723
4115,1870003600,1870001500,1870001900,0,3.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,187,000,1,,nodelinkmanager2017010217,,,961.861249765
4116,1870003100,1870001800,1870001500,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,187,000,1,,nodelinkmanager2017010217,,,410.456450709
4129,1870003500,1870001900,1870001500,0,3.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,187,000,1,,nodelinkmanager2017010217,,,964.292727238
4148,1400005900,1400003000,1400002900,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,237.843683967
4149,1400008700,1400003500,1400004700,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,2150.78534806
4153,1400007400,1400003500,1400003200,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,724.157711784
4154,1400006800,1400003200,1400003000,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,1129.53348156
4166,1400006700,1400003000,1400003200,0,3.0,101,경부고속도로,0,101,80.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,543.80815422
4167,1400007000,1400003000,1400003500,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,776.756415478
4168,1400006000,1400002900,1400003000,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,002,1,,nodelinkmanager2017010217,,,238.476457292
4169,1400007300,1400003200,1400003500,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,511.809594955
4170,1400008800,1400004700,1400003500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,2147.6553554
4187,1400006900,1400003500,1400003000,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,140,000,1,,nodelinkmanager2017010217,,,776.906774454
4192,1960022601,1960009700,1960011800,0,4.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,003,1,,nodelinkmanager2017010217,,,935.480695314
4195,1960020200,1960009700,1960008800,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,666.999194357
4196,1960027600,1960013600,1960011900,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,003,1,,nodelinkmanager2017010217,,,929.51852051
4197,1960027200,1960011900,1960011800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,003,1,,nodelinkmanager2017010217,,,1117.61990925
4198,1960027500,1960011900,1960013600,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,741.794648608
4199,1960020100,1960008800,1960009700,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,667.489950222
4200,1960028400,1960013600,1960011800,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,611.49797304
4201,1960028300,1960011800,1960013600,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,612.721806599
4202,1960022501,1960011800,1960009700,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,003,1,,nodelinkmanager2017010217,,,935.394269196
4203,1960019800,1960008800,1960009000,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,1062.72922987
4204,1960019700,1960009000,1960008800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,333.072432356
4205,1960020000,1960009700,1960009000,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,505.215221036
4206,1960019900,1960009000,1960009700,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,196,000,1,,nodelinkmanager2017010217,,,827.57856655
