,콘존ID,방향,grs80x,grs80y,노선번호,노선명
1088,0100CZS215,S,345473.891835,300163.257747,0100,남해선(순천-부산)
1089,0100CZS220,S,348279.202380,299154.814155,0100,남해선(순천-부산)
1090,0100CZS220,S,349231.117845,298861.989706,0100,남해선(순천-부산)
1091,0100CZS230,S,350893.141043,298503.478126,0100,남해선(순천-부산)
1092,0100CZS230,S,351855.682748,298528.831323,0100,남해선(순천-부산)
1093,0100CZS230,S,352767.575345,298937.598359,0100,남해선(순천-부산)
1094,0100CZS230,S,353458.979704,299040.492281,0100,남해선(순천-부산)
1095,0100CZS240,S,354415.379927,299325.996172,0100,남해선(순천-부산)
1096,0100CZS240,S,356309.239178,299398.586737,0100,남해선(순천-부산)
1097,0100CZS245,S,357767.438374,299173.606435,0100,남해선(순천-부산)
1098,0100CZS245,S,358367.706864,298813.343606,0100,남해선(순천-부산)
1099,0100CZS245,S,359024.833642,298360.544550,0100,남해선(순천-부산)
1100,0100CZS250,S,359801.608691,297337.045092,0100,남해선(순천-부산)
1101,0100CZS250,S,360040.120199,296574.827547,0100,남해선(순천-부산)
1102,0100CZS250,S,360113.364777,296181.536403,0100,남해선(순천-부산)
1103,0100CZS255,S,361982.452134,293877.087123,0100,남해선(순천-부산)
1104,0100CZS260,S,362982.938387,293220.497217,0100,남해선(순천-부산)
1105,0100CZS260,S,363813.159638,293064.893392,0100,남해선(순천-부산)
1106,0100CZS260,S,364901.880792,293042.763313,0100,남해선(순천-부산)
1107,0100CZS260,S,366095.988298,293525.573197,0100,남해선(순천-부산)
1108,0100CZS260,S,366981.111948,293391.812258,0100,남해선(순천-부산)
1109,0100CZS270,S,368247.830596,293109.040649,0100,남해선(순천-부산)
1110,0100CZS270,S,369146.453307,293074.998741,0100,남해선(순천-부산)
1111,0100CZS270,S,370337.201009,293208.807865,0100,남해선(순천-부산)
1112,0100CZS270,S,371299.711640,293480.419575,0100,남해선(순천-부산)
1113,0100CZS280,S,372565.728641,293741.935194,0100,남해선(순천-부산)
1114,0100CZS280,S,374165.022057,293687.794825,0100,남해선(순천-부산)
1115,0100CZS282,S,375064.543628,293657.843161,0100,남해선(순천-부산)
1116,0100CZS285,S,376710.542026,293373.611809,0100,남해선(순천-부산)
1117,0100CZS285,S,377592.122225,293548.259666,0100,남해선(순천-부산)
1118,0100CZS290,S,379948.719297,293214.246185,0100,남해선(순천-부산)
1119,0101CZE010,E,156862.238335,240163.626019,0101,남해선(영암-순천)
1120,0101CZE020,E,156949.428503,239876.871348,0101,남해선(영암-순천)
1121,0101CZE020,E,156949.428503,239876.871348,0101,남해선(영암-순천)
1122,0101CZE020,E,157378.377211,239207.910976,0101,남해선(영암-순천)
1123,0101CZE020,E,158209.113212,238487.752201,0101,남해선(영암-순천)
1124,0101CZE020,E,159005.938076,238085.092980,0101,남해선(영암-순천)
1125,0101CZE030,E,161081.324756,237898.622650,0101,남해선(영암-순천)
1126,0101CZE030,E,161081.324756,237898.622650,0101,남해선(영암-순천)
1127,0101CZE040,E,162743.973650,237209.075569,0101,남해선(영암-순천)
1128,0101CZE040,E,164885.243478,236735.950475,0101,남해선(영암-순천)
1129,0101CZE040,E,166017.272799,235315.607340,0101,남해선(영암-순천)
1130,0101CZE040,E,167770.064356,234569.700824,0101,남해선(영암-순천)
1131,0101CZE040,E,169651.493589,233926.487217,0101,남해선(영암-순천)
1132,0101CZE040,E,171772.674422,233407.086178,0101,남해선(영암-순천)
1133,0101CZE040,E,172767.980943,233503.756207,0101,남해선(영암-순천)
1134,0101CZE050,E,173962.499470,233559.092978,0101,남해선(영암-순천)
1135,0101CZE050,E,173962.499470,233559.092978,0101,남해선(영암-순천)
1136,0101CZE050,E,174830.365598,233341.809964,0101,남해선(영암-순천)
1137,0101CZE050,E,176787.501887,233545.759643,0101,남해선(영암-순천)
1138,0101CZE050,E,178619.295942,232535.678150,0101,남해선(영암-순천)
1139,0101CZE050,E,180279.293625,232296.695838,0101,남해선(영암-순천)
1140,0101CZE050,E,182269.569330,232100.081162,0101,남해선(영암-순천)
1141,0101CZE050,E,184188.159277,231590.432054,0101,남해선(영암-순천)
1142,0101CZE050,E,186464.924824,232292.121769,0101,남해선(영암-순천)
1143,0101CZE050,E,188296.609124,233072.115771,0101,남해선(영암-순천)
1144,0101CZE050,E,190169.188708,233958.333458,0101,남해선(영암-순천)
1145,0101CZE050,E,191186.622702,234594.581874,0101,남해선(영암-순천)
1146,0101CZE060,E,191444.554917,234747.628789,0101,남해선(영암-순천)
1147,0101CZE060,E,191444.554917,234747.628789,0101,남해선(영암-순천)
1148,0101CZE060,E,193466.418249,235583.884123,0101,남해선(영암-순천)
1149,0101CZE060,E,194623.799239,237064.678230,0101,남해선(영암-순천)
1150,0101CZE060,E,196575.586697,237790.527947,0101,남해선(영암-순천)
1151,0101CZE060,E,197512.734405,238343.316928,0101,남해선(영암-순천)
1152,0101CZE060,E,198564.600034,239412.687544,0101,남해선(영암-순천)
1153,0101CZE060,E,199906.810304,240745.504432,0101,남해선(영암-순천)
1154,0101CZE060,E,201739.434616,241502.474637,0101,남해선(영암-순천)
1155,0101CZE060,E,202669.887125,242089.198327,0101,남해선(영암-순천)
1156,0101CZE060,E,203878.382042,243100.318402,0101,남해선(영암-순천)
1157,0101CZE060,E,204326.247060,244098.338094,0101,남해선(영암-순천)
1158,0101CZE060,E,204727.662580,244543.819534,0101,남해선(영암-순천)
1159,0101CZE060,E,205477.911383,245348.253019,0101,남해선(영암-순천)
1160,0101CZE060,E,207117.838768,246443.294232,0101,남해선(영암-순천)
1161,0101CZE060,E,209509.435733,246459.902795,0101,남해선(영암-순천)
1162,0101CZE060,E,209609.434636,246459.588179,0101,남해선(영암-순천)
1163,0101CZE070,E,211699.543790,246359.390465,0101,남해선(영암-순천)
1164,0101CZE070,E,212666.418815,246107.274398,0101,남해선(영암-순천)
1165,0101CZE070,E,213724.913655,245809.952764,0101,남해선(영암-순천)
1166,0101CZE070,E,214610.527109,245649.793892,0101,남해선(영암-순천)
1167,0101CZE070,E,216708.450325,245939.137255,0101,남해선(영암-순천)
1168,0101CZE070,E,218399.756295,247487.241948,0101,남해선(영암-순천)
1169,0101CZE070,E,220183.274229,248081.739781,0101,남해선(영암-순천)
1170,0101CZE070,E,221283.041590,248095.084563,0101,남해선(영암-순천)
1171,0101CZE070,E,223577.855750,248196.834975,0101,남해선(영암-순천)
1172,0101CZE070,E,225034.142226,248552.338310,0101,남해선(영암-순천)
1173,0101CZE070,E,227008.685556,248827.809455,0101,남해선(영암-순천)
1174,0101CZE070,E,227308.597926,248820.626715,0101,남해선(영암-순천)
1175,0101CZE070,E,227308.597926,248820.626715,0101,남해선(영암-순천)
1176,0101CZE080,E,228105.616146,248768.587868,0101,남해선(영암-순천)
1177,0101CZE080,E,229346.133684,247964.354834,0101,남해선(영암-순천)
1178,0101CZE080,E,231242.873939,247606.369667,0101,남해선(영암-순천)
1179,0101CZE080,E,231145.999104,247581.601821,0101,남해선(영암-순천)
1180,0101CZE090,E,232828.291586,247727.866100,0101,남해선(영암-순천)
1181,0101CZE090,E,234615.792452,247562.016130,0101,남해선(영암-순천)
1182,0101CZE090,E,235808.423607,248194.109822,0101,남해선(영암-순천)
1183,0101CZE090,E,236768.301605,249947.188387,0101,남해선(영암-순천)
1184,0101CZE090,E,237972.887791,251773.219043,0101,남해선(영암-순천)
1185,0101CZE090,E,239496.006711,253058.965168,0101,남해선(영암-순천)
1186,0101CZE090,E,240841.343635,254086.830690,0101,남해선(영암-순천)
1187,0101CZE100,E,242676.021299,255103.707081,0101,남해선(영암-순천)
1188,0101CZE100,E,243436.768526,255584.596723,0101,남해선(영암-순천)
1189,0101CZE100,E,243436.768526,255584.596723,0101,남해선(영암-순천)
1190,0101CZE110,E,244180.694147,255864.024623,0101,남해선(영암-순천)
1191,0101CZE110,E,244479.346840,255889.263172,0101,남해선(영암-순천)
1192,0101CZE110,E,244479.346840,255889.263172,0101,남해선(영암-순천)
1193,0101CZE110,E,245182.033374,255802.740737,0101,남해선(영암-순천)
1194,0101CZE110,E,246928.764599,256148.964048,0101,남해선(영암-순천)
1195,0101CZE120,E,248547.690225,256665.722501,0101,남해선(영암-순천)
1196,0101CZE120,E,249678.730333,257445.266417,0101,남해선(영암-순천)
1197,0101CZS010,S,156862.238335,240163.626019,0101,남해선(영암-순천)
1198,0101CZS020,S,156949.428503,239876.871348,0101,남해선(영암-순천)
1199,0101CZS020,S,156949.428503,239876.871348,0101,남해선(영암-순천)
1200,0101CZS020,S,157378.377211,239207.910976,0101,남해선(영암-순천)
1201,0101CZS020,S,158209.113212,238487.752201,0101,남해선(영암-순천)
1202,0101CZS020,S,159005.938076,238085.092980,0101,남해선(영암-순천)
1203,0101CZS030,S,161081.324756,237898.622650,0101,남해선(영암-순천)
1204,0101CZS030,S,161081.324756,237898.622650,0101,남해선(영암-순천)
1205,0101CZS040,S,162743.973650,237209.075569,0101,남해선(영암-순천)
1206,0101CZS040,S,164885.243478,236735.950475,0101,남해선(영암-순천)
1207,0101CZS040,S,166017.272799,235315.607340,0101,남해선(영암-순천)
1208,0101CZS040,S,167770.064356,234569.700824,0101,남해선(영암-순천)
1209,0101CZS040,S,169651.493589,233926.487217,0101,남해선(영암-순천)
1210,0101CZS040,S,171772.674422,233407.086178,0101,남해선(영암-순천)
1211,0101CZS040,S,172767.980943,233503.756207,0101,남해선(영암-순천)
1212,0101CZS050,S,173962.499470,233559.092978,0101,남해선(영암-순천)
1213,0101CZS050,S,173962.499470,233559.092978,0101,남해선(영암-순천)
1214,0101CZS050,S,174830.365598,233341.809964,0101,남해선(영암-순천)
1215,0101CZS050,S,176787.501887,233545.759643,0101,남해선(영암-순천)
1216,0101CZS050,S,178619.295942,232535.678150,0101,남해선(영암-순천)
1217,0101CZS050,S,180079.378396,232298.778106,0101,남해선(영암-순천)
1218,0101CZS050,S,182170.063574,232110.005524,0101,남해선(영암-순천)
1219,0101CZS050,S,184188.159277,231590.432054,0101,남해선(영암-순천)
1220,0101CZS050,S,186464.924824,232292.121769,0101,남해선(영암-순천)
1221,0101CZS050,S,188296.609124,233072.115771,0101,남해선(영암-순천)
1222,0101CZS050,S,190169.188708,233958.333458,0101,남해선(영암-순천)
1223,0101CZS050,S,191186.622702,234594.581874,0101,남해선(영암-순천)
1224,0101CZS060,S,191444.554917,234747.628789,0101,남해선(영암-순천)
1225,0101CZS060,S,191444.554917,234747.628789,0101,남해선(영암-순천)
1226,0101CZS060,S,193466.418249,235583.884123,0101,남해선(영암-순천)
1227,0101CZS060,S,194623.799239,237064.678230,0101,남해선(영암-순천)
1228,0101CZS060,S,196575.586697,237790.527947,0101,남해선(영암-순천)
1229,0101CZS060,S,197652.999347,238485.883698,0101,남해선(영암-순천)
1230,0101CZS060,S,198704.846292,239555.272751,0101,남해선(영암-순천)
1231,0101CZS060,S,199906.810304,240745.504432,0101,남해선(영암-순천)
1232,0101CZS060,S,201739.434616,241502.474637,0101,남해선(영암-순천)
1233,0101CZS060,S,202669.887125,242089.198327,0101,남해선(영암-순천)
1234,0101CZS060,S,203878.382042,243100.318402,0101,남해선(영암-순천)
1235,0101CZS060,S,204326.247060,244098.338094,0101,남해선(영암-순천)
1236,0101CZS060,S,204727.662580,244543.819534,0101,남해선(영암-순천)
1237,0101CZS060,S,205477.911383,245348.253019,0101,남해선(영암-순천)
1238,0101CZS060,S,207117.838768,246443.294232,0101,남해선(영암-순천)
1239,0101CZS060,S,209509.435733,246459.902795,0101,남해선(영암-순천)
1240,0101CZS060,S,209609.434636,246459.588179,0101,남해선(영암-순천)
1241,0101CZS070,S,211699.543790,246359.390465,0101,남해선(영암-순천)
1242,0101CZS070,S,212666.418815,246107.274398,0101,남해선(영암-순천)
1243,0101CZS070,S,213724.913655,245809.952764,0101,남해선(영암-순천)
1244,0101CZS070,S,214610.527109,245649.793892,0101,남해선(영암-순천)
1245,0101CZS070,S,216708.450325,245939.137255,0101,남해선(영암-순천)
1246,0101CZS070,S,218570.535975,247591.279841,0101,남해선(영암-순천)
1247,0101CZS070,S,220383.059525,248090.460203,0101,남해선(영암-순천)
1248,0101CZS070,S,221483.038173,248096.048566,0101,남해선(영암-순천)
1249,0101CZS070,S,223676.460792,248213.471897,0101,남해선(영암-순천)
1250,0101CZS070,S,225034.142226,248552.338310,0101,남해선(영암-순천)
1251,0101CZS070,S,227008.685556,248827.809455,0101,남해선(영암-순천)
1252,0101CZS070,S,227308.597926,248820.626715,0101,남해선(영암-순천)
1253,0101CZS070,S,227308.597926,248820.626715,0101,남해선(영암-순천)
1254,0101CZS080,S,228105.616146,248768.587868,0101,남해선(영암-순천)
1255,0101CZS080,S,229346.133684,247964.354834,0101,남해선(영암-순천)
1256,0101CZS080,S,231145.999104,247581.601821,0101,남해선(영암-순천)
1257,0101CZS080,S,231145.999104,247581.601821,0101,남해선(영암-순천)
1258,0101CZS090,S,232828.291586,247727.866100,0101,남해선(영암-순천)
1259,0101CZS090,S,234615.792452,247562.016130,0101,남해선(영암-순천)
1260,0101CZS090,S,235808.423607,248194.109822,0101,남해선(영암-순천)
1261,0101CZS090,S,236768.301605,249947.188387,0101,남해선(영암-순천)
1262,0101CZS090,S,237972.887791,251773.219043,0101,남해선(영암-순천)
1263,0101CZS090,S,239496.006711,253058.965168,0101,남해선(영암-순천)
1264,0101CZS090,S,240841.343635,254086.830690,0101,남해선(영암-순천)
1265,0101CZS100,S,242676.021299,255103.707081,0101,남해선(영암-순천)
1266,0101CZS100,S,243436.768526,255584.596723,0101,남해선(영암-순천)
1267,0101CZS100,S,243436.768526,255584.596723,0101,남해선(영암-순천)
1268,0101CZS110,S,244180.694147,255864.024623,0101,남해선(영암-순천)
1269,0101CZS110,S,244479.346840,255889.263172,0101,남해선(영암-순천)
1270,0101CZS110,S,245182.033374,255802.740737,0101,남해선(영암-순천)
1271,0101CZS110,S,246928.764599,256148.964048,0101,남해선(영암-순천)
1272,0101CZS120,S,248547.690225,256665.722501,0101,남해선(영암-순천)
1273,0101CZS120,S,249678.730333,257445.266417,0101,남해선(영암-순천)
1274,0105CZE100,E,197560.942506,296711.496048,0120,광주대구선
1275,0105CZE100,E,197860.755682,297648.359550,0120,광주대구선
1276,0105CZE100,E,198424.016956,299345.640051,0120,광주대구선
1277,0105CZE100,E,199504.359265,300609.246293,0120,광주대구선
1278,0105CZE100,E,200113.223179,301399.192385,0120,광주대구선
1279,0105CZE100,E,201468.715579,302817.752638,0120,광주대구선
1280,0105CZE110,E,203152.760658,303431.396158,0120,광주대구선
1281,0105CZE110,E,203740.103975,303810.942185,0120,광주대구선
1282,0105CZE110,E,206022.704329,304523.474483,0120,광주대구선
1283,0105CZE110,E,207273.004118,305897.354481,0120,광주대구선
1284,0105CZE110,E,208753.069554,307353.218976,0120,광주대구선
1285,0105CZE110,E,210506.296927,307686.674028,0120,광주대구선
1286,0105CZE110,E,212160.769462,307456.114727,0120,광주대구선
1287,0105CZE110,E,212160.769462,307456.114727,0120,광주대구선
1288,0105CZE110,E,213869.734451,307649.869532,0120,광주대구선
1289,0105CZE120,E,215849.186300,307620.740050,0120,광주대구선
1290,0105CZE120,E,217721.203044,307885.004587,0120,광주대구선
1291,0105CZE120,E,219642.559493,308897.940492,0120,광주대구선
1292,0105CZE120,E,221357.272622,309820.863742,0120,광주대구선
1293,0105CZE120,E,223191.864482,309980.829807,0120,광주대구선
1294,0105CZE120,E,225510.839009,310197.274596,0120,광주대구선
1295,0105CZE120,E,226932.346790,311693.081915,0120,광주대구선
1296,0105CZE120,E,227841.118349,312082.731185,0120,광주대구선
1297,0105CZE120,E,228034.623417,312133.281475,0120,광주대구선
1298,0105CZE120,E,228933.519382,312558.229175,0120,광주대구선
1299,0105CZS100,S,230209.625022,313101.855211,0120,광주대구선
1300,0105CZS100,S,232409.382969,313759.300574,0120,광주대구선
1301,0105CZS100,S,233008.721261,314377.212741,0120,광주대구선
1302,0105CZS100,S,234851.340901,314954.925178,0120,광주대구선
1303,0105CZS100,S,236185.898051,315001.050819,0120,광주대구선
1304,0105CZS100,S,237151.857903,315524.258367,0120,광주대구선
1305,0105CZS100,S,238909.045781,316226.675810,0120,광주대구선
1306,0105CZS110,S,240239.213105,317423.880189,0120,광주대구선
1307,0105CZS110,S,241177.512184,319053.279824,0120,광주대구선
1308,0105CZS110,S,243004.268849,319733.624449,0120,광주대구선
1309,0105CZS110,S,243330.800647,319963.704520,0120,광주대구선
1310,0105CZS110,S,243405.898741,320029.713618,0120,광주대구선
1311,0105CZS110,S,244718.210708,321232.918027,0120,광주대구선
1312,0105CZS110,S,246224.430200,321664.018728,0120,광주대구선
1313,0105CZS110,S,248297.300467,320842.796341,0120,광주대구선
1314,0105CZS110,S,250233.120085,319899.940289,0120,광주대구선
1315,0105CZS120,S,252151.637777,320840.589225,0120,광주대구선
1316,0105CZS120,S,253523.766920,320999.408112,0120,광주대구선
1317,0105CZS120,S,254062.874572,321579.354423,0120,광주대구선
1318,0105CZS120,S,254777.472514,323504.223360,0120,광주대구선
1319,0105CZS120,S,255787.801608,324969.638028,0120,광주대구선
1320,0105CZS120,S,257695.912425,326224.158541,0120,광주대구선
1321,0105CZS120,S,259412.273964,327012.149672,0120,광주대구선
1322,0105CZS120,S,261388.248923,327278.109236,0120,광주대구선
1323,0105CZS120,S,263460.264124,327590.518007,0120,광주대구선
1324,0105CZS120,S,265412.046688,327233.489786,0120,광주대구선
1325,0120CZE090,E,267068.297091,326575.170907,0120,광주대구선
1326,0120CZE090,E,267962.180040,326470.462781,0120,광주대구선
1327,0120CZE100,E,268659.343023,326411.588773,0120,광주대구선
1328,0120CZE100,E,269633.460868,326568.981750,0120,광주대구선
1329,0120CZE100,E,269721.001160,326617.281630,0120,광주대구선
1330,0120CZE110,E,269970.340088,326784.009625,0120,광주대구선
1331,0120CZE110,E,270463.168462,327126.207981,0120,광주대구선
1332,0120CZE110,E,272170.328583,328343.689414,0120,광주대구선
1333,0120CZE110,E,275123.234846,328257.129474,0120,광주대구선
1334,0120CZE110,E,276237.649600,330013.229250,0120,광주대구선
1335,0120CZE110,E,277192.200334,331649.397164,0120,광주대구선
1336,0120CZE110,E,278644.811281,332977.600260,0120,광주대구선
1337,0120CZE110,E,279854.485406,334499.084696,0120,광주대구선
1338,0120CZE110,E,280574.888308,336283.611077,0120,광주대구선
1339,0120CZE110,E,281279.939477,337127.938373,0120,광주대구선
1340,0120CZE120,E,282751.076899,338591.992506,0120,광주대구선
1341,0120CZE120,E,283831.842639,340153.207056,0120,광주대구선
1342,0120CZE120,E,284092.758105,341934.073418,0120,광주대구선
1343,0120CZE120,E,284668.030755,342851.760745,0120,광주대구선
1344,0120CZE120,E,285272.363070,343517.161618,0120,광주대구선
1345,0120CZE120,E,286088.100746,345476.829768,0120,광주대구선
1346,0120CZE120,E,288114.507850,346303.077901,0120,광주대구선
1347,0120CZE120,E,291103.285758,345394.714265,0120,광주대구선
1348,0120CZE120,E,292789.255976,345594.044190,0120,광주대구선
1349,0120CZE120,E,292884.124129,345625.635694,0120,광주대구선
1350,0120CZE120,E,294494.726736,346079.249958,0120,광주대구선
1351,0120CZE125,E,296493.631215,346025.378610,0120,광주대구선
1352,0120CZE125,E,298475.655470,346234.439158,0120,광주대구선
1353,0120CZE125,E,300775.863922,346312.384292,0120,광주대구선
1354,0120CZE125,E,302817.141923,345550.007266,0120,광주대구선
1355,0120CZE125,E,304179.495162,344714.763608,0120,광주대구선
1356,0120CZE125,E,306040.202402,344669.297416,0120,광주대구선
1357,0120CZE130,E,307173.866051,344999.362579,0120,광주대구선
1358,0120CZE130,E,307971.098967,345032.609517,0120,광주대구선
1359,0120CZE130,E,309745.785555,345932.262973,0120,광주대구선
1360,0120CZE130,E,311357.097741,345732.212086,0120,광주대구선
1361,0120CZE130,E,313190.523344,345658.101144,0120,광주대구선
1362,0120CZE130,E,313090.727955,345651.563606,0120,광주대구선
1363,0120CZE130,E,314863.804064,346451.217413,0120,광주대구선
1364,0120CZE130,E,316757.351660,346944.036445,0120,광주대구선
1365,0120CZE140,E,317522.349881,348514.720227,0120,광주대구선
1366,0120CZE140,E,319194.265661,349930.716988,0120,광주대구선
1367,0120CZE140,E,320074.486139,350115.040136,0120,광주대구선
1368,0120CZE140,E,321779.823813,351114.242576,0120,광주대구선
1369,0120CZE140,E,323486.386568,351808.728523,0120,광주대구선
1370,0120CZE150,E,324241.609024,352072.968307,0120,광주대구선
1371,0120CZE150,E,326022.452750,352203.883615,0120,광주대구선
1372,0120CZE150,E,197560.942506,296711.496048,0120,광주대구선
1373,0120CZE150,E,197860.755682,297648.359550,0120,광주대구선
1374,0120CZE150,E,198424.016956,299345.640051,0120,광주대구선
1375,0120CZE150,E,199504.359265,300609.246293,0120,광주대구선
1376,0120CZE150,E,200113.223179,301399.192385,0120,광주대구선
1377,0120CZE150,E,201468.715579,302817.752638,0120,광주대구선
1378,0120CZE150,E,203152.760658,303431.396158,0120,광주대구선
1379,0120CZE150,E,203740.103975,303810.942185,0120,광주대구선
1380,0120CZE150,E,206022.704329,304523.474483,0120,광주대구선
1381,0120CZE160,E,207273.004118,305897.354481,0120,광주대구선
1382,0120CZE160,E,208753.069554,307353.218976,0120,광주대구선
1383,0120CZE160,E,210506.296927,307686.674028,0120,광주대구선
1384,0120CZE170,E,212160.769462,307456.114727,0120,광주대구선
1385,0120CZE170,E,212160.769462,307456.114727,0120,광주대구선
1386,0120CZE170,E,213869.734451,307649.869532,0120,광주대구선
1387,0120CZE170,E,215849.186300,307620.740050,0120,광주대구선
1388,0120CZE170,E,217721.203044,307885.004587,0120,광주대구선
1389,0120CZE170,E,219642.559493,308897.940492,0120,광주대구선
1390,0120CZE170,E,221357.272622,309820.863742,0120,광주대구선
1391,0120CZE170,E,224075.725177,309833.508458,0120,광주대구선
1392,0120CZE170,E,225510.839009,310197.274596,0120,광주대구선
1393,0120CZE170,E,226932.346790,311693.081915,0120,광주대구선
1394,0120CZE170,E,227841.118349,312082.731185,0120,광주대구선
1395,0120CZE170,E,228034.623417,312133.281475,0120,광주대구선
1396,0120CZE170,E,228933.519382,312558.229175,0120,광주대구선
1397,0120CZE180,E,230209.625022,313101.855211,0120,광주대구선
1398,0120CZE180,E,232409.382969,313759.300574,0120,광주대구선
1399,0120CZE180,E,233008.721261,314377.212741,0120,광주대구선
1400,0120CZE180,E,234851.340901,314954.925178,0120,광주대구선
1401,0120CZE180,E,236185.898051,315001.050819,0120,광주대구선
1402,0120CZE180,E,237151.857903,315524.258367,0120,광주대구선
1403,0120CZE180,E,238909.045781,316226.675810,0120,광주대구선
1404,0120CZE190,E,240239.213105,317423.880189,0120,광주대구선
1405,0120CZE190,E,241177.512184,319053.279824,0120,광주대구선
1406,0120CZE190,E,243004.268849,319733.624449,0120,광주대구선
1407,0120CZE190,E,243330.800647,319963.704520,0120,광주대구선
1408,0120CZE190,E,243405.898741,320029.713618,0120,광주대구선
1409,0120CZE190,E,244718.210708,321232.918027,0120,광주대구선
1410,0120CZE190,E,246224.430200,321664.018728,0120,광주대구선
1411,0120CZE190,E,248297.300467,320842.796341,0120,광주대구선
1412,0120CZE200,E,250233.120085,319899.940289,0120,광주대구선
1413,0120CZE200,E,252151.637777,320840.589225,0120,광주대구선
1414,0120CZE200,E,253523.766920,320999.408112,0120,광주대구선
1415,0120CZE200,E,254062.874572,321579.354423,0120,광주대구선
1416,0120CZE200,E,254777.472514,323504.223360,0120,광주대구선
1417,0120CZE210,E,255787.801608,324969.638028,0120,광주대구선
1418,0120CZE210,E,257695.912425,326224.158541,0120,광주대구선
1419,0120CZE210,E,259412.273964,327012.149672,0120,광주대구선
1420,0120CZE210,E,261388.248923,327278.109236,0120,광주대구선
1421,0120CZE210,E,263460.264124,327590.518007,0120,광주대구선
1422,0120CZE210,E,265412.046688,327233.489786,0120,광주대구선
1423,0120CZE210,E,267068.297091,326575.170907,0120,광주대구선
1424,0120CZE220,E,267962.180040,326470.462781,0120,광주대구선
1425,0120CZE230,E,268659.343023,326411.588773,0120,광주대구선
1426,0120CZE230,E,269633.460868,326568.981750,0120,광주대구선
1427,0120CZE230,E,269887.950332,326727.336784,0120,광주대구선
1428,0120CZE230,E,269970.340088,326784.009625,0120,광주대구선
1429,0120CZE230,E,270463.168462,327126.207981,0120,광주대구선
1430,0120CZS090,S,272170.328583,328343.689414,0120,광주대구선
1431,0120CZS090,S,275123.234846,328257.129474,0120,광주대구선
1432,0120CZS100,S,276237.649600,330013.229250,0120,광주대구선
1433,0120CZS100,S,277192.200334,331649.397164,0120,광주대구선
1434,0120CZS100,S,278644.811281,332977.600260,0120,광주대구선
1435,0120CZS110,S,279854.485406,334499.084696,0120,광주대구선
1436,0120CZS110,S,280574.888308,336283.611077,0120,광주대구선
1437,0120CZS110,S,281279.939477,337127.938373,0120,광주대구선
1438,0120CZS110,S,282751.076899,338591.992506,0120,광주대구선
1439,0120CZS110,S,283831.842639,340153.207056,0120,광주대구선
1440,0120CZS110,S,284092.758105,341934.073418,0120,광주대구선
1441,0120CZS110,S,284668.030755,342851.760745,0120,광주대구선
1442,0120CZS110,S,285272.363070,343517.161618,0120,광주대구선
1443,0120CZS110,S,286088.100746,345476.829768,0120,광주대구선
1444,0120CZS110,S,288212.088317,346324.915331,0120,광주대구선
1445,0120CZS120,S,291103.285758,345394.714265,0120,광주대구선
1446,0120CZS120,S,292789.255976,345594.044190,0120,광주대구선
1447,0120CZS120,S,292884.124129,345625.635694,0120,광주대구선
1448,0120CZS120,S,294494.726736,346079.249958,0120,광주대구선
1449,0120CZS120,S,296493.631215,346025.378610,0120,광주대구선
1450,0120CZS120,S,298475.655470,346234.439158,0120,광주대구선
1451,0120CZS120,S,300775.863922,346312.384292,0120,광주대구선
1452,0120CZS120,S,302733.210242,345604.380513,0120,광주대구선
1453,0120CZS120,S,304179.495162,344714.763608,0120,광주대구선
1454,0120CZS120,S,306040.202402,344669.297416,0120,광주대구선
1455,0120CZS120,S,307173.866051,344999.362579,0120,광주대구선
1456,0120CZS125,S,307971.098967,345032.609517,0120,광주대구선
1457,0120CZS125,S,309745.785555,345932.262973,0120,광주대구선
1458,0120CZS125,S,311357.097741,345732.212086,0120,광주대구선
1459,0120CZS125,S,313190.523344,345658.101144,0120,광주대구선
1460,0120CZS125,S,313090.727955,345651.563606,0120,광주대구선
1461,0120CZS125,S,314863.804064,346451.217413,0120,광주대구선
1462,0120CZS130,S,316757.351660,346944.036445,0120,광주대구선
1463,0120CZS130,S,317522.349881,348514.720227,0120,광주대구선
1464,0120CZS130,S,319194.265661,349930.716988,0120,광주대구선
1465,0120CZS130,S,320074.486139,350115.040136,0120,광주대구선
1466,0120CZS130,S,321779.823813,351114.242576,0120,광주대구선
1467,0120CZS130,S,323486.386568,351808.728523,0120,광주대구선
1468,0120CZS130,S,324241.609024,352072.968307,0120,광주대구선
1469,0120CZS130,S,326022.452750,352203.883615,0120,광주대구선
1470,0120CZS140,S,145251.403860,267708.632774,0121,무안광주선
1471,0120CZS140,S,146687.044429,268114.611389,0121,무안광주선
1472,0120CZS140,S,147055.975527,268269.171631,0121,무안광주선
1473,0120CZS140,S,148908.148550,269021.364101,0121,무안광주선
1474,0120CZS140,S,150300.570163,269097.146424,0121,무안광주선
1475,0120CZS150,S,150685.567361,269201.296117,0121,무안광주선
1476,0120CZS150,S,152844.639211,270428.438998,0121,무안광주선
1477,0120CZS150,S,154737.540240,271046.374500,0121,무안광주선
1478,0120CZS150,S,155806.117643,271575.572609,0121,무안광주선
1479,0120CZS150,S,155903.522033,271598.189226,0121,무안광주선
1480,0120CZS150,S,157951.183946,272321.476910,0121,무안광주선
1481,0120CZS150,S,158863.731201,273100.732945,0121,무안광주선
1482,0120CZS150,S,160507.676219,273977.462217,0121,무안광주선
